REF_DATE,GEO,Age group,Sex,Indicators,Characteristics,UOM,VALUE
2022,Canada,18 to 34 years,Both sexes,"Current smoker, daily",Statistically different from previous reference period,Number,
2022,Canada,18 to 34 years,Both sexes,"Cannabis use, past 12 months","Low 95% confidence interval, number of persons",Number,2981700
2022,Canada,18 to 34 years,Both sexes,"Cannabis use, past 12 months","High 95% confidence interval, number of persons",Number,3235100
2022,Canada,18 to 34 years,Both sexes,"Cannabis use, past 12 months",Statistically different from previous reference period,Number,
2022,Canada,18 to 34 years,Both sexes,"Cannabis frequency of use in the past 12 months, daily or almost daily","Low 95% confidence interval, number of persons",Number,708000
2022,Canada,18 to 34 years,Both sexes,"Cannabis frequency of use in the past 12 months, daily or almost daily","High 95% confidence interval, number of persons",Number,866200
2022,Canada,18 to 34 years,Both sexes,"Cannabis frequency of use in the past 12 months, daily or almost daily",Statistically different from previous reference period,Number,
2022,Canada,18 to 34 years,Both sexes,Ever used e-cigarette or vaping device,"Low 95% confidence interval, number of persons",Number,2996800
2022,Canada,18 to 34 years,Both sexes,Ever used e-cigarette or vaping device,"High 95% confidence interval, number of persons",Number,3260500
2022,Canada,18 to 34 years,Both sexes,Ever used e-cigarette or vaping device,Statistically different from previous reference period,Number,
2022,Canada,18 to 34 years,Both sexes,"Used e-cigarette or vaping device, past 30 days","Low 95% confidence interval, number of persons",Number,1011000
2022,Canada,18 to 34 years,Both sexes,"Used e-cigarette or vaping device, past 30 days","High 95% confidence interval, number of persons",Number,1188600
2022,Canada,18 to 34 years,Both sexes,"Used e-cigarette or vaping device, past 30 days",Statistically different from previous reference period,Number,
2022,Canada,18 to 34 years,Both sexes,Heavy drinking,"Low 95% confidence interval, number of persons",Number,2152000
2022,Canada,18 to 34 years,Both sexes,Heavy drinking,"High 95% confidence interval, number of persons",Number,2378200
2022,Canada,18 to 34 years,Both sexes,Heavy drinking,Statistically different from previous reference period,Number,
2022,Canada,18 to 34 years,Both sexes,"Self-reported physical activity, 150 minutes per week, adult (18 years and over)","Low 95% confidence interval, number of persons",Number,
2022,Canada,18 to 34 years,Both sexes,"Self-reported physical activity, 150 minutes per week, adult (18 years and over)","High 95% confidence interval, number of persons",Number,
2022,Canada,18 to 34 years,Both sexes,"Self-reported physical activity, 150 minutes per week, adult (18 years and over)",Statistically different from previous reference period,Number,
2022,Canada,18 to 34 years,Both sexes,Breast milk feeding initiation,"Low 95% confidence interval, number of persons",Number,746800
2022,Canada,18 to 34 years,Both sexes,Breast milk feeding initiation,"High 95% confidence interval, number of persons",Number,889600
2022,Canada,18 to 34 years,Both sexes,Breast milk feeding initiation,Statistically different from previous reference period,Number,
2022,Canada,18 to 34 years,Both sexes,"Exclusive breastfeeding, at least 6 months","Low 95% confidence interval, number of persons",Number,238200
2022,Canada,18 to 34 years,Both sexes,"Exclusive breastfeeding, at least 6 months","High 95% confidence interval, number of persons",Number,322700
2022,Canada,18 to 34 years,Both sexes,"Exclusive breastfeeding, at least 6 months",Statistically different from previous reference period,Number,
2022,Canada,18 to 34 years,Both sexes,"Fruit and vegetable consumption, 5 times or more per day","Low 95% confidence interval, number of persons",Number,
2022,Canada,18 to 34 years,Both sexes,"Fruit and vegetable consumption, 5 times or more per day","High 95% confidence interval, number of persons",Number,
2022,Canada,18 to 34 years,Both sexes,"Fruit and vegetable consumption, 5 times or more per day",Statistically different from previous reference period,Number,
2022,Canada,18 to 34 years,Both sexes,"Sense of belonging to local community, somewhat strong or very strong","Low 95% confidence interval, number of persons",Number,4635400
2022,Canada,18 to 34 years,Both sexes,"Sense of belonging to local community, somewhat strong or very strong","High 95% confidence interval, number of persons",Number,4924000
2022,Canada,18 to 34 years,Both sexes,"Sense of belonging to local community, somewhat strong or very strong",Statistically different from previous reference period,Number,
2022,Canada,18 to 34 years,Both sexes,"Life satisfaction, satisfied or very satisfied","Low 95% confidence interval, number of persons",Number,7047800
2022,Canada,18 to 34 years,Both sexes,"Life satisfaction, satisfied or very satisfied","High 95% confidence interval, number of persons",Number,7270900
2022,Canada,18 to 34 years,Both sexes,"Life satisfaction, satisfied or very satisfied",Statistically different from previous reference period,Number,
2022,Canada,18 to 34 years,Both sexes,Has a regular healthcare provider,"Low 95% confidence interval, number of persons",Number,6309800
2022,Canada,18 to 34 years,Both sexes,Has a regular healthcare provider,"High 95% confidence interval, number of persons",Number,6546700
2022,Canada,18 to 34 years,Both sexes,Has a regular healthcare provider,Statistically different from previous reference period,Number,
2022,Canada,18 to 34 years,Both sexes,Contact with a medical doctor in the past 12 months,"Low 95% confidence interval, number of persons",Number,
2022,Canada,18 to 34 years,Both sexes,Contact with a medical doctor in the past 12 months,"High 95% confidence interval, number of persons",Number,
2022,Canada,18 to 34 years,Both sexes,Contact with a medical doctor in the past 12 months,Statistically different from previous reference period,Number,
2022,Canada,18 to 34 years,Both sexes,Influenza immunization in the past 12 months,"Low 95% confidence interval, number of persons",Number,1596100
2022,Canada,18 to 34 years,Both sexes,Influenza immunization in the past 12 months,"High 95% confidence interval, number of persons",Number,1802900
2022,Canada,18 to 34 years,Both sexes,Influenza immunization in the past 12 months,Statistically different from previous reference period,Number,
2022,Canada,35 to 49 years,Both sexes,"Perceived health, very good or excellent","Low 95% confidence interval, number of persons",Number,4254100
2022,Canada,35 to 49 years,Both sexes,"Perceived health, very good or excellent","High 95% confidence interval, number of persons",Number,4465400
2022,Canada,35 to 49 years,Both sexes,"Perceived health, very good or excellent",Statistically different from previous reference period,Number,
2022,Canada,35 to 49 years,Both sexes,"Perceived health, fair or poor","Low 95% confidence interval, number of persons",Number,791900
2022,Canada,35 to 49 years,Both sexes,"Perceived health, fair or poor","High 95% confidence interval, number of persons",Number,937000
2022,Canada,35 to 49 years,Both sexes,"Perceived health, fair or poor",Statistically different from previous reference period,Number,
2022,Canada,35 to 49 years,Both sexes,"Perceived mental health, very good or excellent","Low 95% confidence interval, number of persons",Number,3817100
2022,Canada,35 to 49 years,Both sexes,"Perceived mental health, very good or excellent","High 95% confidence interval, number of persons",Number,4048900
2022,Canada,35 to 49 years,Both sexes,"Perceived mental health, very good or excellent",Statistically different from previous reference period,Number,
2022,Canada,35 to 49 years,Both sexes,"Perceived mental health, fair or poor","Low 95% confidence interval, number of persons",Number,1054600
2022,Canada,35 to 49 years,Both sexes,"Perceived mental health, fair or poor","High 95% confidence interval, number of persons",Number,1195600
2022,Canada,35 to 49 years,Both sexes,"Perceived mental health, fair or poor",Statistically different from previous reference period,Number,
2022,Canada,35 to 49 years,Both sexes,"Perceived life stress, most days quite a bit or extremely stressful","Low 95% confidence interval, number of persons",Number,2047700
2022,Canada,35 to 49 years,Both sexes,"Perceived life stress, most days quite a bit or extremely stressful","High 95% confidence interval, number of persons",Number,2235500
2022,Canada,35 to 49 years,Both sexes,"Perceived life stress, most days quite a bit or extremely stressful",Statistically different from previous reference period,Number,
2022,Canada,35 to 49 years,Both sexes,"Body mass index, adjusted self-reported, adult (18 years and over), overweight","Low 95% confidence interval, number of persons",Number,2516100
2022,Canada,35 to 49 years,Both sexes,"Body mass index, adjusted self-reported, adult (18 years and over), overweight","High 95% confidence interval, number of persons",Number,2733700
2022,Canada,35 to 49 years,Both sexes,"Body mass index, adjusted self-reported, adult (18 years and over), overweight",Statistically different from previous reference period,Number,
2022,Canada,35 to 49 years,Both sexes,"Body mass index, adjusted self-reported, adult (18 years and over), obese","Low 95% confidence interval, number of persons",Number,2283000
2022,Canada,35 to 49 years,Both sexes,"Body mass index, adjusted self-reported, adult (18 years and over), obese","High 95% confidence interval, number of persons",Number,2489700
2022,Canada,35 to 49 years,Both sexes,"Body mass index, adjusted self-reported, adult (18 years and over), obese",Statistically different from previous reference period,Number,
2022,Canada,35 to 49 years,Both sexes,Arthritis (15 years and over),"Low 95% confidence interval, number of persons",Number,717300
2022,Canada,35 to 49 years,Both sexes,Arthritis (15 years and over),"High 95% confidence interval, number of persons",Number,847700
2022,Canada,35 to 49 years,Both sexes,Arthritis (15 years and over),Statistically different from previous reference period,Number,
2022,Canada,35 to 49 years,Both sexes,Diabetes,"Low 95% confidence interval, number of persons",Number,274200
2022,Canada,35 to 49 years,Both sexes,Diabetes,"High 95% confidence interval, number of persons",Number,356800
2022,Canada,35 to 49 years,Both sexes,Diabetes,Statistically different from previous reference period,Number,
2022,Canada,35 to 49 years,Both sexes,Asthma,"Low 95% confidence interval, number of persons",Number,
2022,Canada,35 to 49 years,Both sexes,Asthma,"High 95% confidence interval, number of persons",Number,
2022,Canada,35 to 49 years,Both sexes,Asthma,Statistically different from previous reference period,Number,
2022,Canada,35 to 49 years,Both sexes,Chronic obstructive pulmonary disease (COPD; 35 years and over),"Low 95% confidence interval, number of persons",Number,
2022,Canada,35 to 49 years,Both sexes,Chronic obstructive pulmonary disease (COPD; 35 years and over),"High 95% confidence interval, number of persons",Number,
2022,Canada,35 to 49 years,Both sexes,Chronic obstructive pulmonary disease (COPD; 35 years and over),Statistically different from previous reference period,Number,
2022,Canada,35 to 49 years,Both sexes,High blood pressure,"Low 95% confidence interval, number of persons",Number,694200
2022,Canada,35 to 49 years,Both sexes,High blood pressure,"High 95% confidence interval, number of persons",Number,816100
2022,Canada,35 to 49 years,Both sexes,High blood pressure,Statistically different from previous reference period,Number,
2022,Canada,35 to 49 years,Both sexes,Mood disorder,"Low 95% confidence interval, number of persons",Number,828300
2022,Canada,35 to 49 years,Both sexes,Mood disorder,"High 95% confidence interval, number of persons",Number,959900
2022,Canada,35 to 49 years,Both sexes,Mood disorder,Statistically different from previous reference period,Number,
2022,Canada,35 to 49 years,Both sexes,Anxiety disorder,"Low 95% confidence interval, number of persons",Number,1088500
2022,Canada,35 to 49 years,Both sexes,Anxiety disorder,"High 95% confidence interval, number of persons",Number,1221300
2022,Canada,35 to 49 years,Both sexes,Anxiety disorder,Statistically different from previous reference period,Number,
2022,Canada,35 to 49 years,Both sexes,"Current smoker, daily or occasional","Low 95% confidence interval, number of persons",Number,971400
2022,Canada,35 to 49 years,Both sexes,"Current smoker, daily or occasional","High 95% confidence interval, number of persons",Number,1133800
2022,Canada,35 to 49 years,Both sexes,"Current smoker, daily or occasional",Statistically different from previous reference period,Number,
2022,Canada,35 to 49 years,Both sexes,"Current smoker, daily","Low 95% confidence interval, number of persons",Number,697100
2022,Canada,35 to 49 years,Both sexes,"Current smoker, daily","High 95% confidence interval, number of persons",Number,834500
2022,Canada,35 to 49 years,Both sexes,"Current smoker, daily",Statistically different from previous reference period,Number,
2022,Canada,35 to 49 years,Both sexes,"Cannabis use, past 12 months","Low 95% confidence interval, number of persons",Number,1863500
2022,Canada,35 to 49 years,Both sexes,"Cannabis use, past 12 months","High 95% confidence interval, number of persons",Number,2049300
2022,Canada,35 to 49 years,Both sexes,"Cannabis use, past 12 months",Statistically different from previous reference period,Number,
2022,Canada,35 to 49 years,Both sexes,"Cannabis frequency of use in the past 12 months, daily or almost daily","Low 95% confidence interval, number of persons",Number,497900
2022,Canada,35 to 49 years,Both sexes,"Cannabis frequency of use in the past 12 months, daily or almost daily","High 95% confidence interval, number of persons",Number,610100
2022,Canada,35 to 49 years,Both sexes,"Cannabis frequency of use in the past 12 months, daily or almost daily",Statistically different from previous reference period,Number,
2022,Canada,35 to 49 years,Both sexes,Ever used e-cigarette or vaping device,"Low 95% confidence interval, number of persons",Number,1373700
2022,Canada,35 to 49 years,Both sexes,Ever used e-cigarette or vaping device,"High 95% confidence interval, number of persons",Number,1551600
2022,Canada,35 to 49 years,Both sexes,Ever used e-cigarette or vaping device,Statistically different from previous reference period,Number,
2022,Canada,35 to 49 years,Both sexes,"Used e-cigarette or vaping device, past 30 days","Low 95% confidence interval, number of persons",Number,342400
2022,Canada,35 to 49 years,Both sexes,"Used e-cigarette or vaping device, past 30 days","High 95% confidence interval, number of persons",Number,429500
2022,Canada,35 to 49 years,Both sexes,"Used e-cigarette or vaping device, past 30 days",Statistically different from previous reference period,Number,
2022,Canada,35 to 49 years,Both sexes,Heavy drinking,"Low 95% confidence interval, number of persons",Number,1770700
2022,Canada,35 to 49 years,Both sexes,Heavy drinking,"High 95% confidence interval, number of persons",Number,1948500
2022,Canada,35 to 49 years,Both sexes,Heavy drinking,Statistically different from previous reference period,Number,
2022,Canada,35 to 49 years,Both sexes,"Self-reported physical activity, 150 minutes per week, adult (18 years and over)","Low 95% confidence interval, number of persons",Number,
2022,Canada,35 to 49 years,Both sexes,"Self-reported physical activity, 150 minutes per week, adult (18 years and over)","High 95% confidence interval, number of persons",Number,
2022,Canada,35 to 49 years,Both sexes,"Self-reported physical activity, 150 minutes per week, adult (18 years and over)",Statistically different from previous reference period,Number,
2022,Canada,35 to 49 years,Both sexes,Breast milk feeding initiation,"Low 95% confidence interval, number of persons",Number,660400
2022,Canada,35 to 49 years,Both sexes,Breast milk feeding initiation,"High 95% confidence interval, number of persons",Number,781500
2022,Canada,35 to 49 years,Both sexes,Breast milk feeding initiation,Statistically different from previous reference period,Number,
2022,Canada,35 to 49 years,Both sexes,"Exclusive breastfeeding, at least 6 months","Low 95% confidence interval, number of persons",Number,251000
2022,Canada,35 to 49 years,Both sexes,"Exclusive breastfeeding, at least 6 months","High 95% confidence interval, number of persons",Number,329900
2022,Canada,35 to 49 years,Both sexes,"Exclusive breastfeeding, at least 6 months",Statistically different from previous reference period,Number,
2022,Canada,35 to 49 years,Both sexes,"Fruit and vegetable consumption, 5 times or more per day","Low 95% confidence interval, number of persons",Number,
2022,Canada,35 to 49 years,Both sexes,"Fruit and vegetable consumption, 5 times or more per day","High 95% confidence interval, number of persons",Number,
2022,Canada,35 to 49 years,Both sexes,"Fruit and vegetable consumption, 5 times or more per day",Statistically different from previous reference period,Number,
2022,Canada,35 to 49 years,Both sexes,"Sense of belonging to local community, somewhat strong or very strong","Low 95% confidence interval, number of persons",Number,4541200
2022,Canada,35 to 49 years,Both sexes,"Sense of belonging to local community, somewhat strong or very strong","High 95% confidence interval, number of persons",Number,4766300
2022,Canada,35 to 49 years,Both sexes,"Sense of belonging to local community, somewhat strong or very strong",Statistically different from previous reference period,Number,
2022,Canada,35 to 49 years,Both sexes,"Life satisfaction, satisfied or very satisfied","Low 95% confidence interval, number of persons",Number,6405900
2022,Canada,35 to 49 years,Both sexes,"Life satisfaction, satisfied or very satisfied","High 95% confidence interval, number of persons",Number,6575700
2022,Canada,35 to 49 years,Both sexes,"Life satisfaction, satisfied or very satisfied",Statistically different from previous reference period,Number,
2022,Canada,35 to 49 years,Both sexes,Has a regular healthcare provider,"Low 95% confidence interval, number of persons",Number,6305400
2022,Canada,35 to 49 years,Both sexes,Has a regular healthcare provider,"High 95% confidence interval, number of persons",Number,6488800
2022,Canada,35 to 49 years,Both sexes,Has a regular healthcare provider,Statistically different from previous reference period,Number,
2022,Canada,35 to 49 years,Both sexes,Contact with a medical doctor in the past 12 months,"Low 95% confidence interval, number of persons",Number,
2022,Canada,35 to 49 years,Both sexes,Contact with a medical doctor in the past 12 months,"High 95% confidence interval, number of persons",Number,
2022,Canada,35 to 49 years,Both sexes,Contact with a medical doctor in the past 12 months,Statistically different from previous reference period,Number,
2022,Canada,35 to 49 years,Both sexes,Influenza immunization in the past 12 months,"Low 95% confidence interval, number of persons",Number,1896200
2022,Canada,35 to 49 years,Both sexes,Influenza immunization in the past 12 months,"High 95% confidence interval, number of persons",Number,2093100
2022,Canada,35 to 49 years,Both sexes,Influenza immunization in the past 12 months,Statistically different from previous reference period,Number,
2022,Canada,50 to 64 years,Both sexes,"Perceived health, very good or excellent","Low 95% confidence interval, number of persons",Number,3752000
2022,Canada,50 to 64 years,Both sexes,"Perceived health, very good or excellent","High 95% confidence interval, number of persons",Number,3959800
2022,Canada,50 to 64 years,Both sexes,"Perceived health, very good or excellent",Statistically different from previous reference period,Number,
2022,Canada,50 to 64 years,Both sexes,"Perceived health, fair or poor","Low 95% confidence interval, number of persons",Number,1181400
2022,Canada,50 to 64 years,Both sexes,"Perceived health, fair or poor","High 95% confidence interval, number of persons",Number,1334400
2022,Canada,50 to 64 years,Both sexes,"Perceived health, fair or poor",Statistically different from previous reference period,Number,
2022,Canada,50 to 64 years,Both sexes,"Perceived mental health, very good or excellent","Low 95% confidence interval, number of persons",Number,4303100
2022,Canada,50 to 64 years,Both sexes,"Perceived mental health, very good or excellent","High 95% confidence interval, number of persons",Number,4507800
2022,Canada,50 to 64 years,Both sexes,"Perceived mental health, very good or excellent",Statistically different from previous reference period,Number,
2022,Canada,50 to 64 years,Both sexes,"Perceived mental health, fair or poor","Low 95% confidence interval, number of persons",Number,905700
2022,Canada,50 to 64 years,Both sexes,"Perceived mental health, fair or poor","High 95% confidence interval, number of persons",Number,1039800
2022,Canada,50 to 64 years,Both sexes,"Perceived mental health, fair or poor",Statistically different from previous reference period,Number,
2022,Canada,50 to 64 years,Both sexes,"Perceived life stress, most days quite a bit or extremely stressful","Low 95% confidence interval, number of persons",Number,1769500
2022,Canada,50 to 64 years,Both sexes,"Perceived life stress, most days quite a bit or extremely stressful","High 95% confidence interval, number of persons",Number,1953300
2022,Canada,50 to 64 years,Both sexes,"Perceived life stress, most days quite a bit or extremely stressful",Statistically different from previous reference period,Number,
2022,Canada,50 to 64 years,Both sexes,"Body mass index, adjusted self-reported, adult (18 years and over), overweight","Low 95% confidence interval, number of persons",Number,2645400
2022,Canada,50 to 64 years,Both sexes,"Body mass index, adjusted self-reported, adult (18 years and over), overweight","High 95% confidence interval, number of persons",Number,2833700
2022,Canada,50 to 64 years,Both sexes,"Body mass index, adjusted self-reported, adult (18 years and over), overweight",Statistically different from previous reference period,Number,
2022,Canada,50 to 64 years,Both sexes,"Body mass index, adjusted self-reported, adult (18 years and over), obese","Low 95% confidence interval, number of persons",Number,2377500
2022,Canada,50 to 64 years,Both sexes,"Body mass index, adjusted self-reported, adult (18 years and over), obese","High 95% confidence interval, number of persons",Number,2553100
2022,Canada,50 to 64 years,Both sexes,"Body mass index, adjusted self-reported, adult (18 years and over), obese",Statistically different from previous reference period,Number,
2022,Canada,50 to 64 years,Both sexes,Arthritis (15 years and over),"Low 95% confidence interval, number of persons",Number,1998700
2022,Canada,50 to 64 years,Both sexes,Arthritis (15 years and over),"High 95% confidence interval, number of persons",Number,2162500
2022,Canada,50 to 64 years,Both sexes,Arthritis (15 years and over),Statistically different from previous reference period,Number,
2022,Canada,50 to 64 years,Both sexes,Diabetes,"Low 95% confidence interval, number of persons",Number,780700
2022,Canada,50 to 64 years,Both sexes,Diabetes,"High 95% confidence interval, number of persons",Number,906400
2022,Canada,50 to 64 years,Both sexes,Diabetes,Statistically different from previous reference period,Number,
2022,Canada,50 to 64 years,Both sexes,Asthma,"Low 95% confidence interval, number of persons",Number,
2022,Canada,50 to 64 years,Both sexes,Asthma,"High 95% confidence interval, number of persons",Number,
2022,Canada,50 to 64 years,Both sexes,Asthma,Statistically different from previous reference period,Number,
2022,Canada,50 to 64 years,Both sexes,Chronic obstructive pulmonary disease (COPD; 35 years and over),"Low 95% confidence interval, number of persons",Number,
2022,Canada,50 to 64 years,Both sexes,Chronic obstructive pulmonary disease (COPD; 35 years and over),"High 95% confidence interval, number of persons",Number,
2022,Canada,50 to 64 years,Both sexes,Chronic obstructive pulmonary disease (COPD; 35 years and over),Statistically different from previous reference period,Number,
2022,Canada,50 to 64 years,Both sexes,High blood pressure,"Low 95% confidence interval, number of persons",Number,1945600
2022,Canada,50 to 64 years,Both sexes,High blood pressure,"High 95% confidence interval, number of persons",Number,2124600
2022,Canada,50 to 64 years,Both sexes,High blood pressure,Statistically different from previous reference period,Number,
2022,Canada,50 to 64 years,Both sexes,Mood disorder,"Low 95% confidence interval, number of persons",Number,856200
2022,Canada,50 to 64 years,Both sexes,Mood disorder,"High 95% confidence interval, number of persons",Number,989000
2022,Canada,50 to 64 years,Both sexes,Mood disorder,Statistically different from previous reference period,Number,
2022,Canada,50 to 64 years,Both sexes,Anxiety disorder,"Low 95% confidence interval, number of persons",Number,964100
2022,Canada,50 to 64 years,Both sexes,Anxiety disorder,"High 95% confidence interval, number of persons",Number,1101600
2022,Canada,50 to 64 years,Both sexes,Anxiety disorder,Statistically different from previous reference period,Number,
2022,Canada,50 to 64 years,Both sexes,"Current smoker, daily or occasional","Low 95% confidence interval, number of persons",Number,1151900
2022,Canada,50 to 64 years,Both sexes,"Current smoker, daily or occasional","High 95% confidence interval, number of persons",Number,1293400
2022,Canada,50 to 64 years,Both sexes,"Current smoker, daily or occasional",Statistically different from previous reference period,Number,
2022,Canada,50 to 64 years,Both sexes,"Current smoker, daily","Low 95% confidence interval, number of persons",Number,997800
2022,Canada,50 to 64 years,Both sexes,"Current smoker, daily","High 95% confidence interval, number of persons",Number,1123300
2022,Canada,50 to 64 years,Both sexes,"Current smoker, daily",Statistically different from previous reference period,Number,
2022,Canada,50 to 64 years,Both sexes,"Cannabis use, past 12 months","Low 95% confidence interval, number of persons",Number,1338800
2022,Canada,50 to 64 years,Both sexes,"Cannabis use, past 12 months","High 95% confidence interval, number of persons",Number,1494100
2022,Canada,50 to 64 years,Both sexes,"Cannabis use, past 12 months",Statistically different from previous reference period,Number,
2022,Canada,50 to 64 years,Both sexes,"Cannabis frequency of use in the past 12 months, daily or almost daily","Low 95% confidence interval, number of persons",Number,362000
2022,Canada,50 to 64 years,Both sexes,"Cannabis frequency of use in the past 12 months, daily or almost daily","High 95% confidence interval, number of persons",Number,443200
2022,Canada,50 to 64 years,Both sexes,"Cannabis frequency of use in the past 12 months, daily or almost daily",Statistically different from previous reference period,Number,
2022,Canada,50 to 64 years,Both sexes,Ever used e-cigarette or vaping device,"Low 95% confidence interval, number of persons",Number,819600
2022,Canada,50 to 64 years,Both sexes,Ever used e-cigarette or vaping device,"High 95% confidence interval, number of persons",Number,934300
2022,Canada,50 to 64 years,Both sexes,Ever used e-cigarette or vaping device,Statistically different from previous reference period,Number,
2022,Canada,50 to 64 years,Both sexes,"Used e-cigarette or vaping device, past 30 days","Low 95% confidence interval, number of persons",Number,171600
2022,Canada,50 to 64 years,Both sexes,"Used e-cigarette or vaping device, past 30 days","High 95% confidence interval, number of persons",Number,229400
2022,Canada,50 to 64 years,Both sexes,"Used e-cigarette or vaping device, past 30 days",Statistically different from previous reference period,Number,
2022,Canada,50 to 64 years,Both sexes,Heavy drinking,"Low 95% confidence interval, number of persons",Number,1486900
2022,Canada,50 to 64 years,Both sexes,Heavy drinking,"High 95% confidence interval, number of persons",Number,1638600
2022,Canada,50 to 64 years,Both sexes,Heavy drinking,Statistically different from previous reference period,Number,
2022,Canada,50 to 64 years,Both sexes,"Self-reported physical activity, 150 minutes per week, adult (18 years and over)","Low 95% confidence interval, number of persons",Number,
2022,Canada,50 to 64 years,Both sexes,"Self-reported physical activity, 150 minutes per week, adult (18 years and over)","High 95% confidence interval, number of persons",Number,
2022,Canada,50 to 64 years,Both sexes,"Self-reported physical activity, 150 minutes per week, adult (18 years and over)",Statistically different from previous reference period,Number,
2022,Canada,50 to 64 years,Both sexes,Breast milk feeding initiation,"Low 95% confidence interval, number of persons",Number,
2022,Canada,50 to 64 years,Both sexes,Breast milk feeding initiation,"High 95% confidence interval, number of persons",Number,
2022,Canada,50 to 64 years,Both sexes,Breast milk feeding initiation,Statistically different from previous reference period,Number,
2022,Canada,50 to 64 years,Both sexes,"Exclusive breastfeeding, at least 6 months","Low 95% confidence interval, number of persons",Number,
2022,Canada,50 to 64 years,Both sexes,"Exclusive breastfeeding, at least 6 months","High 95% confidence interval, number of persons",Number,
2022,Canada,50 to 64 years,Both sexes,"Exclusive breastfeeding, at least 6 months",Statistically different from previous reference period,Number,
2022,Canada,50 to 64 years,Both sexes,"Fruit and vegetable consumption, 5 times or more per day","Low 95% confidence interval, number of persons",Number,
2022,Canada,50 to 64 years,Both sexes,"Fruit and vegetable consumption, 5 times or more per day","High 95% confidence interval, number of persons",Number,
2022,Canada,50 to 64 years,Both sexes,"Fruit and vegetable consumption, 5 times or more per day",Statistically different from previous reference period,Number,
2022,Canada,50 to 64 years,Both sexes,"Sense of belonging to local community, somewhat strong or very strong","Low 95% confidence interval, number of persons",Number,4731200
2022,Canada,50 to 64 years,Both sexes,"Sense of belonging to local community, somewhat strong or very strong","High 95% confidence interval, number of persons",Number,4930400
2022,Canada,50 to 64 years,Both sexes,"Sense of belonging to local community, somewhat strong or very strong",Statistically different from previous reference period,Number,
2022,Canada,50 to 64 years,Both sexes,"Life satisfaction, satisfied or very satisfied","Low 95% confidence interval, number of persons",Number,6418200
2022,Canada,50 to 64 years,Both sexes,"Life satisfaction, satisfied or very satisfied","High 95% confidence interval, number of persons",Number,6571300
2022,Canada,50 to 64 years,Both sexes,"Life satisfaction, satisfied or very satisfied",Statistically different from previous reference period,Number,
2022,Canada,50 to 64 years,Both sexes,Has a regular healthcare provider,"Low 95% confidence interval, number of persons",Number,6673500
2022,Canada,50 to 64 years,Both sexes,Has a regular healthcare provider,"High 95% confidence interval, number of persons",Number,6825400
2022,Canada,50 to 64 years,Both sexes,Has a regular healthcare provider,Statistically different from previous reference period,Number,
2022,Canada,50 to 64 years,Both sexes,Contact with a medical doctor in the past 12 months,"Low 95% confidence interval, number of persons",Number,
2022,Canada,50 to 64 years,Both sexes,Contact with a medical doctor in the past 12 months,"High 95% confidence interval, number of persons",Number,
2022,Canada,50 to 64 years,Both sexes,Contact with a medical doctor in the past 12 months,Statistically different from previous reference period,Number,
2022,Canada,50 to 64 years,Both sexes,Influenza immunization in the past 12 months,"Low 95% confidence interval, number of persons",Number,2579600
2022,Canada,50 to 64 years,Both sexes,Influenza immunization in the past 12 months,"High 95% confidence interval, number of persons",Number,2774100
2022,Canada,50 to 64 years,Both sexes,Influenza immunization in the past 12 months,Statistically different from previous reference period,Number,
2022,Canada,65 years and over,Both sexes,"Perceived health, very good or excellent","Low 95% confidence interval, number of persons",Number,2918100
2022,Canada,65 years and over,Both sexes,"Perceived health, very good or excellent","High 95% confidence interval, number of persons",Number,3064600
2022,Canada,65 years and over,Both sexes,"Perceived health, very good or excellent",Statistically different from previous reference period,Number,
2022,Canada,65 years and over,Both sexes,"Perceived health, fair or poor","Low 95% confidence interval, number of persons",Number,1468700
2022,Canada,65 years and over,Both sexes,"Perceived health, fair or poor","High 95% confidence interval, number of persons",Number,1584000
2022,Canada,65 years and over,Both sexes,"Perceived health, fair or poor",Statistically different from previous reference period,Number,
2022,Canada,65 years and over,Both sexes,"Perceived mental health, very good or excellent","Low 95% confidence interval, number of persons",Number,4112000
2022,Canada,65 years and over,Both sexes,"Perceived mental health, very good or excellent","High 95% confidence interval, number of persons",Number,4264300
2022,Canada,65 years and over,Both sexes,"Perceived mental health, very good or excellent",Statistically different from previous reference period,Number,
2022,Canada,65 years and over,Both sexes,"Perceived mental health, fair or poor","Low 95% confidence interval, number of persons",Number,547800
2022,Canada,65 years and over,Both sexes,"Perceived mental health, fair or poor","High 95% confidence interval, number of persons",Number,626600
2022,Canada,65 years and over,Both sexes,"Perceived mental health, fair or poor",Statistically different from previous reference period,Number,
2022,Canada,65 years and over,Both sexes,"Perceived life stress, most days quite a bit or extremely stressful","Low 95% confidence interval, number of persons",Number,752100
2022,Canada,65 years and over,Both sexes,"Perceived life stress, most days quite a bit or extremely stressful","High 95% confidence interval, number of persons",Number,843700
2022,Canada,65 years and over,Both sexes,"Perceived life stress, most days quite a bit or extremely stressful",Statistically different from previous reference period,Number,
2022,Canada,65 years and over,Both sexes,"Body mass index, adjusted self-reported, adult (18 years and over), overweight","Low 95% confidence interval, number of persons",Number,2437300
2022,Canada,65 years and over,Both sexes,"Body mass index, adjusted self-reported, adult (18 years and over), overweight","High 95% confidence interval, number of persons",Number,2564700
2022,Canada,65 years and over,Both sexes,"Body mass index, adjusted self-reported, adult (18 years and over), overweight",Statistically different from previous reference period,Number,
